tenure,InternetService,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,AverageCharges,Churn
62,DSL,No,Two year,Credit card (automatic),43.6,2748.7,44.33,0
28,Fiber optic,Yes,One year,Bank transfer (automatic),91.25,2483.65,88.7,0
70,DSL,Yes,Two year,Credit card (automatic),89.75,6367.2,90.96,0
46,Fiber optic,Yes,Two year,Bank transfer (automatic),104.4,4904.2,106.61,0
23,Fiber optic,No,Month-to-month,Mailed check,90.15,2044.95,88.91,0
47,DSL,Yes,One year,Electronic check,40.3,1794.8,38.19,0
68,Fiber optic,No,Two year,Bank transfer (automatic),105.25,7173.15,105.49,0
60,Fiber optic,Yes,One year,Electronic check,106.0,6441.4,107.36,1
67,Fiber optic,Yes,Two year,Electronic check,104.0,7039.05,105.06,0
14,DSL,Yes,Month-to-month,Electronic check,69.65,921.4,65.81,0
57,Fiber optic,No,Month-to-month,Electronic check,74.3,4018.35,70.5,0
55,Fiber optic,No,One year,Mailed check,100.9,5448.6,99.07,0
1,No,No internet service,Month-to-month,Mailed check,20.25,20.25,20.25,0
1,DSL,Yes,Month-to-month,Mailed check,49.9,49.9,49.9,1
23,Fiber optic,Yes,Month-to-month,Credit card (automatic),96.9,2085.45,90.67,0
13,Fiber optic,No,Month-to-month,Electronic check,100.35,1358.85,104.53,1
47,Fiber optic,No,Month-to-month,Electronic check,104.1,5135.15,109.26,0
38,No,No internet service,One year,Mailed check,20.1,730.1,19.21,0
38,Fiber optic,No,Month-to-month,Bank transfer (automatic),74.95,2869.85,75.52,1
2,DSL,No,Month-to-month,Credit card (automatic),56.55,118.25,59.12,0
1,DSL,Yes,Month-to-month,Credit card (automatic),49.25,49.25,49.25,1
15,Fiber optic,No,Month-to-month,Bank transfer (automatic),68.6,1108.6,73.91,0
26,Fiber optic,No,Month-to-month,Credit card (automatic),69.05,1815.65,69.83,0
35,No,No internet service,Two year,Credit card (automatic),19.7,730.4,20.87,0
3,No,No internet service,Month-to-month,Mailed check,20.05,75.45,25.15,0
50,Fiber optic,Yes,Month-to-month,Electronic check,103.7,5071.05,101.42,1
42,Fiber optic,No,Month-to-month,Electronic check,94.4,4014.6,95.59,0
10,DSL,Yes,Month-to-month,Credit card (automatic),54.95,568.85,56.89,0
61,Fiber optic,Yes,One year,Bank transfer (automatic),93.7,5860.7,96.08,0
68,Fiber optic,Yes,Two year,Credit card (automatic),110.25,7279.35,107.05,0
10,Fiber optic,No,One year,Electronic check,98.9,1064.95,106.5,0
65,Fiber optic,No,One year,Electronic check,89.75,5769.6,88.76,1
72,DSL,Yes,Two year,Bank transfer (automatic),80.45,5886.85,81.76,0
55,Fiber optic,Yes,Month-to-month,Electronic check,79.4,4238.45,77.06,0
1,No,No internet service,Month-to-month,Mailed check,20.3,20.3,20.3,1
7,DSL,Yes,Month-to-month,Bank transfer (automatic),62.8,418.3,59.76,0
2,Fiber optic,No,Month-to-month,Mailed check,74.9,136.05,68.03,0
9,Fiber optic,No,Month-to-month,Electronic check,74.85,708.2,78.69,0
27,No,No internet service,Two year,Credit card (automatic),25.85,788.55,29.21,0
7,Fiber optic,No,Month-to-month,Electronic check,101.95,700.85,100.12,1
64,DSL,Yes,Two year,Mailed check,68.3,4378.8,68.42,0
70,DSL,Yes,Two year,Bank transfer (automatic),48.4,3442.8,49.18,0
2,Fiber optic,No,Month-to-month,Electronic check,94.0,181.7,90.85,1
67,Fiber optic,Yes,Two year,Electronic check,105.05,7171.7,107.04,0
45,Fiber optic,No,Month-to-month,Credit card (automatic),89.3,4016.85,89.26,1
24,No,No internet service,Two year,Credit card (automatic),25.15,553.0,23.04,0
4,No,No internet service,Two year,Credit card (automatic),19.5,96.85,24.21,0
44,Fiber optic,No,Month-to-month,Bank transfer (automatic),92.95,4122.9,93.7,0
72,No,No internet service,Two year,Mailed check,20.7,1482.3,20.59,0
1,Fiber optic,No,Month-to-month,Credit card (automatic),74.3,74.3,74.3,1
66,No,No internet service,Two year,Bank transfer (automatic),19.35,1240.8,18.8,0
1,DSL,Yes,Month-to-month,Mailed check,44.65,44.65,44.65,1
13,Fiber optic,No,Month-to-month,Electronic check,84.05,1095.3,84.25,1
10,Fiber optic,No,Month-to-month,Bank transfer (automatic),80.7,788.8,78.88,1
65,Fiber optic,No,Month-to-month,Electronic check,104.35,6578.55,101.21,0
1,No,No internet service,Month-to-month,Mailed check,19.55,19.55,19.55,0
38,DSL,Yes,One year,Electronic check,74.05,2802.3,73.74,0
23,DSL,Yes,Two year,Mailed check,40.1,857.75,37.29,0
10,No,No internet service,One year,Mailed check,20.1,184.4,18.44,0
4,Fiber optic,No,Month-to-month,Electronic check,101.7,364.55,91.14,1
72,DSL,Yes,Two year,Credit card (automatic),83.55,6093.3,84.63,0
35,DSL,Yes,Month-to-month,Electronic check,56.85,1861.1,53.17,0
1,No,No internet service,Month-to-month,Mailed check,20.4,20.4,20.4,1
58,No,No internet service,Two year,Credit card (automatic),19.55,1079.65,18.61,0
70,Fiber optic,Yes,One year,Electronic check,106.15,7475.1,106.79,0
38,DSL,No,One year,Credit card (automatic),78.95,2862.55,75.33,0
60,DSL,No,Month-to-month,Electronic check,49.75,3069.45,51.16,0
26,Fiber optic,No,Month-to-month,Credit card (automatic),92.4,2349.8,90.38,0
8,DSL,Yes,One year,Bank transfer (automatic),58.2,469.25,58.66,0
41,Fiber optic,Yes,One year,Electronic check,102.6,4213.35,102.76,1
36,Fiber optic,No,Month-to-month,Credit card (automatic),91.95,3301.05,91.7,0
54,DSL,Yes,One year,Bank transfer (automatic),65.25,3529.95,65.37,0
71,Fiber optic,No,Two year,Bank transfer (automatic),106.0,7723.7,108.78,1
55,Fiber optic,No,Month-to-month,Electronic check,73.1,4144.9,75.36,0
72,DSL,No,Two year,Bank transfer (automatic),59.75,4265.0,59.24,0
3,DSL,Yes,Month-to-month,Mailed check,55.1,154.65,51.55,1
54,DSL,No,Two year,Bank transfer (automatic),59.8,3246.45,60.12,0
72,Fiber optic,Yes,Two year,Bank transfer (automatic),116.6,8337.45,115.8,0
52,Fiber optic,Yes,Two year,Electronic check,109.3,5731.4,110.22,0
60,Fiber optic,No,One year,Bank transfer (automatic),101.4,6176.6,102.94,0
39,DSL,No,Month-to-month,Credit card (automatic),50.65,1905.4,48.86,0
15,DSL,No,One year,Mailed check,56.15,931.9,62.13,0
69,Fiber optic,Yes,Two year,Bank transfer (automatic),106.5,7348.8,106.5,1
43,No,No internet service,One year,Mailed check,19.2,776.25,18.05,0
63,DSL,Yes,One year,Bank transfer (automatic),83.0,5243.05,83.22,0
2,Fiber optic,No,Month-to-month,Electronic check,70.1,141.65,70.82,0
72,Fiber optic,Yes,Two year,Bank transfer (automatic),108.3,7679.65,106.66,0
32,Fiber optic,No,Month-to-month,Bank transfer (automatic),91.05,2954.5,92.33,1
40,No,No internet service,Two year,Credit card (automatic),25.25,1006.9,25.17,0
58,DSL,No,One year,Electronic check,45.35,2540.1,43.79,0
67,DSL,Yes,Two year,Electronic check,43.9,3097.2,46.23,0
51,Fiber optic,No,Month-to-month,Electronic check,77.5,3807.35,74.65,1
31,DSL,Yes,One year,Mailed check,79.3,2484.0,80.13,0
69,Fiber optic,No,Month-to-month,Credit card (automatic),84.9,5785.65,83.85,0
32,Fiber optic,Yes,One year,Electronic check,79.25,2619.15,81.85,0
21,DSL,Yes,Two year,Credit card (automatic),71.05,1524.85,72.61,0
52,DSL,No,One year,Electronic check,53.75,2790.65,53.67,0
72,No,No internet service,Two year,Credit card (automatic),24.25,1784.5,24.78,0
72,DSL,No,Two year,Electronic check,54.2,3937.45,54.69,1
52,DSL,No,One year,Bank transfer (automatic),44.25,2276.1,43.77,0
41,DSL,Yes,One year,Bank transfer (automatic),50.05,2029.05,49.49,0
41,No,No internet service,Two year,Mailed check,20.15,802.35,19.57,0
6,Fiber optic,No,Month-to-month,Mailed check,69.25,418.4,69.73,1
67,DSL,Yes,One year,Credit card (automatic),69.35,4653.25,69.45,0
16,No,No internet service,Month-to-month,Mailed check,19.35,275.9,17.24,0
17,No,No internet service,Two year,Mailed check,19.15,343.45,20.2,0
35,DSL,No,Month-to-month,Mailed check,61.0,2130.45,60.87,0
58,No,No internet service,Two year,Credit card (automatic),20.5,1191.4,20.54,0
1,DSL,No,Month-to-month,Electronic check,50.5,50.5,50.5,1
52,DSL,Yes,Two year,Mailed check,50.2,2554.0,49.12,0
70,DSL,Yes,Two year,Bank transfer (automatic),79.6,5589.45,79.85,0
19,No,No internet service,Two year,Bank transfer (automatic),24.9,467.7,24.62,0
1,Fiber optic,No,Month-to-month,Electronic check,74.4,74.4,74.4,1
35,Fiber optic,Yes,Month-to-month,Electronic check,106.9,3756.45,107.33,0
32,Fiber optic,No,Month-to-month,Electronic check,101.35,3334.9,104.22,0
17,DSL,Yes,Month-to-month,Credit card (automatic),55.35,920.5,54.15,0
67,DSL,No,One year,Credit card (automatic),50.55,3431.75,51.22,0
9,No,No internet service,Month-to-month,Bank transfer (automatic),19.5,150.35,16.71,0
31,DSL,Yes,One year,Mailed check,79.45,2587.7,83.47,1
4,Fiber optic,No,Month-to-month,Electronic check,90.65,367.95,91.99,0
58,Fiber optic,Yes,One year,Bank transfer (automatic),89.85,5125.75,88.38,0
60,DSL,Yes,One year,Mailed check,79.0,4801.1,80.02,0
58,Fiber optic,Yes,One year,Electronic check,104.65,6219.6,107.23,1
1,No,No internet service,Month-to-month,Mailed check,19.55,19.55,19.55,0
27,No,No internet service,Two year,Mailed check,19.9,550.1,20.37,0
66,Fiber optic,Yes,One year,Electronic check,116.25,7862.25,119.12,0
15,Fiber optic,No,Month-to-month,Bank transfer (automatic),87.75,1242.2,82.81,0
47,Fiber optic,No,Month-to-month,Electronic check,100.05,4871.05,103.64,1
41,Fiber optic,No,Month-to-month,Credit card (automatic),81.3,3190.65,77.82,0
59,DSL,No,Month-to-month,Electronic check,44.3,2666.75,45.2,0
50,Fiber optic,No,Two year,Credit card (automatic),70.35,3533.6,70.67,0
17,DSL,No,One year,Credit card (automatic),44.45,792.15,46.6,0
6,DSL,No,Month-to-month,Electronic check,49.15,295.65,49.28,0
51,DSL,No,Month-to-month,Credit card (automatic),29.45,1459.35,28.61,0
44,Fiber optic,Yes,Month-to-month,Electronic check,100.55,4398.15,99.96,1
49,Fiber optic,No,Month-to-month,Credit card (automatic),85.3,4297.95,87.71,0
2,Fiber optic,No,Month-to-month,Electronic check,95.65,167.3,83.65,1
59,DSL,Yes,One year,Mailed check,69.1,4096.9,69.44,0
50,DSL,No,Month-to-month,Bank transfer (automatic),70.35,3454.6,69.09,0
59,No,No internet service,Two year,Mailed check,20.6,1286.0,21.8,0
18,Fiber optic,No,Month-to-month,Mailed check,74.15,1387.0,77.06,0
10,Fiber optic,No,Month-to-month,Electronic check,75.05,786.3,78.63,0
14,DSL,No,One year,Electronic check,44.6,641.25,45.8,0
35,No,No internet service,Two year,Bank transfer (automatic),21.45,705.45,20.16,0
8,DSL,No,One year,Mailed check,43.45,345.5,43.19,0
18,No,No internet service,One year,Bank transfer (automatic),20.05,345.9,19.22,0
60,Fiber optic,No,One year,Bank transfer (automatic),94.15,5811.8,96.86,0
1,Fiber optic,No,Month-to-month,Electronic check,94.4,94.4,94.4,1
6,No,No internet service,Two year,Mailed check,19.55,124.45,20.74,0
19,DSL,Yes,Month-to-month,Mailed check,75.9,1375.6,72.4,0
53,DSL,Yes,One year,Bank transfer (automatic),64.15,3491.55,65.88,0
72,Fiber optic,No,Two year,Bank transfer (automatic),109.55,7920.7,110.01,0
60,Fiber optic,Yes,Two year,Credit card (automatic),110.8,6640.7,110.68,0
1,DSL,No,Month-to-month,Credit card (automatic),55.0,55.0,55.0,1
13,DSL,Yes,Month-to-month,Mailed check,53.45,718.1,55.24,0
5,Fiber optic,No,Month-to-month,Credit card (automatic),69.95,320.4,64.08,0
1,Fiber optic,No,Month-to-month,Electronic check,101.45,101.45,101.45,1
13,Fiber optic,No,Month-to-month,Electronic check,97.0,1334.45,102.65,0
37,DSL,Yes,One year,Bank transfer (automatic),90.6,3358.65,90.77,0
64,Fiber optic,No,Month-to-month,Mailed check,73.55,4764.0,74.44,0
5,DSL,Yes,Month-to-month,Bank transfer (automatic),67.95,350.3,70.06,1
61,Fiber optic,Yes,Two year,Bank transfer (automatic),94.35,5703.0,93.49,0
1,Fiber optic,No,Month-to-month,Electronic check,69.5,69.5,69.5,1
1,No,No internet service,Month-to-month,Mailed check,18.85,18.85,18.85,1
26,No,No internet service,One year,Mailed check,19.4,525.55,20.21,0
1,Fiber optic,No,Month-to-month,Electronic check,69.2,69.2,69.2,1
24,No,No internet service,Two year,Mailed check,19.75,483.15,20.13,0
17,DSL,Yes,One year,Electronic check,54.6,934.8,54.99,0
26,DSL,No,Month-to-month,Mailed check,29.8,786.5,30.25,0
1,Fiber optic,No,Month-to-month,Electronic check,69.65,69.65,69.65,1
40,Fiber optic,No,Month-to-month,Electronic check,101.85,4086.3,102.16,1
52,Fiber optic,No,Month-to-month,Electronic check,103.05,5364.8,103.17,0
1,Fiber optic,No,Month-to-month,Electronic check,82.3,82.3,82.3,1
1,No,No internet service,Month-to-month,Mailed check,20.3,20.3,20.3,0
21,DSL,Yes,Two year,Mailed check,35.1,770.4,36.69,0
67,Fiber optic,No,One year,Bank transfer (automatic),105.7,6816.95,101.75,0
44,DSL,Yes,Month-to-month,Bank transfer (automatic),56.25,2419.55,54.99,0
70,DSL,Yes,One year,Electronic check,60.35,4138.7,59.12,0
3,Fiber optic,No,Month-to-month,Electronic check,79.25,267.6,89.2,1
56,DSL,No,Two year,Bank transfer (automatic),59.8,3457.45,61.74,0
13,Fiber optic,No,Month-to-month,Electronic check,84.6,1115.2,85.78,1
58,Fiber optic,No,Month-to-month,Bank transfer (automatic),93.4,5435.6,93.72,1
42,Fiber optic,No,Month-to-month,Electronic check,94.2,4186.3,99.67,1
1,DSL,No,Month-to-month,Electronic check,25.05,25.05,25.05,1
46,Fiber optic,Yes,Two year,Mailed check,99.65,4630.2,100.66,0
63,DSL,No,Two year,Bank transfer (automatic),50.65,3221.25,51.13,0
11,DSL,Yes,Month-to-month,Electronic check,60.9,688.5,62.59,0
15,DSL,Yes,Month-to-month,Bank transfer (automatic),59.65,867.1,57.81,0
72,DSL,Yes,Two year,Electronic check,64.7,4746.05,65.92,0
29,DSL,No,Month-to-month,Credit card (automatic),25.1,712.85,24.58,1
1,DSL,No,Month-to-month,Electronic check,48.95,48.95,48.95,1
6,DSL,No,Month-to-month,Electronic check,54.85,355.1,59.18,0
1,DSL,No,Month-to-month,Electronic check,45.3,45.3,45.3,1
63,Fiber optic,No,One year,Electronic check,91.35,5764.7,91.5,0
2,Fiber optic,No,Month-to-month,Electronic check,85.85,167.3,83.65,1
18,No,No internet service,Two year,Mailed check,25.1,428.45,23.8,0
43,DSL,Yes,Month-to-month,Bank transfer (automatic),34.0,1505.35,35.01,0
15,DSL,Yes,One year,Mailed check,45.9,693.45,46.23,0
10,Fiber optic,No,Month-to-month,Electronic check,95.2,930.4,93.04,1
55,No,No internet service,Two year,Mailed check,20.5,1177.95,21.42,0
49,Fiber optic,Yes,One year,Bank transfer (automatic),100.6,5069.65,103.46,1
6,DSL,No,Month-to-month,Mailed check,55.3,324.25,54.04,1
70,No,No internet service,Two year,Credit card (automatic),20.35,1458.1,20.83,0
2,Fiber optic,No,Month-to-month,Mailed check,74.85,156.4,78.2,1
63,DSL,Yes,One year,Bank transfer (automatic),36.1,2298.9,36.49,0
25,DSL,Yes,Month-to-month,Bank transfer (automatic),65.8,1679.65,67.19,0
18,No,No internet service,One year,Bank transfer (automatic),20.35,369.6,20.53,0
28,Fiber optic,Yes,Month-to-month,Electronic check,105.8,2998.0,107.07,0
53,Fiber optic,Yes,One year,Mailed check,96.75,5206.55,98.24,0
35,Fiber optic,No,One year,Bank transfer (automatic),102.35,3626.1,103.6,1
1,DSL,No,Month-to-month,Mailed check,24.4,24.4,24.4,0
70,Fiber optic,Yes,One year,Credit card (automatic),115.65,7968.85,113.84,1
2,Fiber optic,Yes,Month-to-month,Electronic check,79.85,152.45,76.22,1
26,DSL,Yes,Month-to-month,Electronic check,73.05,1959.5,75.37,0
34,DSL,No,One year,Electronic check,64.35,2053.05,60.38,0
19,No,No internet service,Two year,Mailed check,20.5,398.55,20.98,0
15,Fiber optic,No,Month-to-month,Mailed check,76.0,1130.85,75.39,1
62,DSL,No,One year,Credit card (automatic),54.75,3425.35,55.25,0
42,Fiber optic,No,Month-to-month,Bank transfer (automatic),104.75,4323.45,102.94,1
9,DSL,No,Month-to-month,Electronic check,74.65,703.55,78.17,1
24,DSL,No,Month-to-month,Electronic check,51.15,1275.7,53.15,0
68,DSL,No,Two year,Electronic check,41.95,2965.75,43.61,0
31,DSL,Yes,Month-to-month,Mailed check,54.35,1647.0,53.13,0
1,DSL,No,Month-to-month,Electronic check,56.25,56.25,56.25,1
21,Fiber optic,Yes,Month-to-month,Electronic check,106.1,2249.95,107.14,1
63,Fiber optic,No,One year,Electronic check,96.0,6109.75,96.98,0
2,Fiber optic,No,Month-to-month,Bank transfer (automatic),79.75,159.4,79.7,1
61,DSL,Yes,Two year,Bank transfer (automatic),61.45,3751.15,61.49,0
1,Fiber optic,No,Month-to-month,Electronic check,68.65,68.65,68.65,1
18,No,No internet service,One year,Mailed check,19.65,411.25,22.85,0
6,No,No internet service,One year,Credit card (automatic),19.0,105.5,17.58,0
33,Fiber optic,No,Month-to-month,Electronic check,100.0,3320.6,100.62,0
16,No,No internet service,Month-to-month,Bank transfer (automatic),20.25,327.45,20.47,1
56,Fiber optic,Yes,Month-to-month,Electronic check,98.7,5669.5,101.24,0
23,No,No internet service,One year,Mailed check,19.8,465.45,20.24,0
9,Fiber optic,No,Month-to-month,Electronic check,73.8,704.3,78.26,0
14,Fiber optic,No,Month-to-month,Electronic check,100.2,1369.8,97.84,1
15,Fiber optic,No,Month-to-month,Bank transfer (automatic),74.9,1107.25,73.82,1
5,No,No internet service,Month-to-month,Credit card (automatic),20.05,95.55,19.11,0
61,Fiber optic,No,Month-to-month,Electronic check,106.2,6375.2,104.51,0
70,Fiber optic,Yes,Two year,Credit card (automatic),116.55,8152.3,116.46,0
15,Fiber optic,No,Month-to-month,Electronic check,99.7,1566.75,104.45,0
8,No,No internet service,Two year,Mailed check,19.7,130.25,16.28,0
8,No,No internet service,Two year,Mailed check,19.5,162.15,20.27,0
4,DSL,No,Month-to-month,Mailed check,29.15,110.05,27.51,0
34,DSL,No,One year,Mailed check,55.0,1885.15,55.45,0
68,DSL,Yes,Two year,Credit card (automatic),90.8,6302.85,92.69,0
45,DSL,Yes,One year,Bank transfer (automatic),51.0,2264.5,50.32,0
9,Fiber optic,No,Month-to-month,Electronic check,90.1,816.8,90.76,0
22,DSL,Yes,Month-to-month,Mailed check,59.05,1253.5,56.98,0
2,No,No internet service,Month-to-month,Mailed check,20.3,41.2,20.6,0
70,DSL,Yes,Two year,Bank transfer (automatic),72.95,5265.55,75.22,0
10,DSL,Yes,One year,Credit card (automatic),73.55,693.3,69.33,0
72,DSL,Yes,Two year,Credit card (automatic),84.3,5997.1,83.29,0
49,DSL,No,One year,Credit card (automatic),78.0,3824.2,78.04,0
54,DSL,Yes,One year,Mailed check,72.1,3886.05,71.96,0
71,Fiber optic,No,Two year,Credit card (automatic),106.75,7283.25,102.58,0
22,No,No internet service,One year,Mailed check,19.25,412.55,18.75,0
50,No,No internet service,Two year,Credit card (automatic),20.55,1070.25,21.4,0
43,No,No internet service,One year,Mailed check,20.0,817.95,19.02,0
45,No,No internet service,Two year,Credit card (automatic),24.65,1171.3,26.03,0
64,Fiber optic,No,Month-to-month,Bank transfer (automatic),103.5,6548.65,102.32,0
23,No,No internet service,Two year,Mailed check,23.85,625.65,27.2,0
68,No,No internet service,Two year,Credit card (automatic),25.8,1911.5,28.11,0
1,Fiber optic,No,Month-to-month,Electronic check,70.85,70.85,70.85,1
2,Fiber optic,No,Month-to-month,Credit card (automatic),69.8,134.7,67.35,1
26,DSL,Yes,One year,Credit card (automatic),59.45,1507.0,57.96,0
55,DSL,Yes,Month-to-month,Bank transfer (automatic),54.55,2978.3,54.15,1
14,No,No internet service,Month-to-month,Electronic check,20.05,299.3,21.38,0
71,DSL,Yes,Two year,Electronic check,82.55,5832.65,82.15,0
64,DSL,Yes,One year,Electronic check,81.25,5567.55,86.99,0
7,DSL,Yes,Month-to-month,Credit card (automatic),70.75,450.8,64.4,1
57,DSL,Yes,Two year,Credit card (automatic),74.3,4166.35,73.09,0
13,Fiber optic,No,Month-to-month,Electronic check,94.1,1215.6,93.51,1
3,DSL,No,Month-to-month,Credit card (automatic),29.7,91.7,30.57,1
72,Fiber optic,Yes,Two year,Credit card (automatic),109.7,7898.45,109.7,0
40,Fiber optic,No,Month-to-month,Credit card (automatic),96.35,3915.4,97.88,0
14,DSL,Yes,Month-to-month,Credit card (automatic),66.6,979.5,69.96,0
2,DSL,No,Month-to-month,Electronic check,44.5,90.05,45.02,0
66,Fiber optic,Yes,One year,Credit card (automatic),110.9,7432.05,112.61,1
38,Fiber optic,Yes,Month-to-month,Electronic check,105.0,4026.4,105.96,1
1,DSL,No,Month-to-month,Electronic check,25.3,25.3,25.3,1
22,DSL,Yes,One year,Credit card (automatic),55.15,1193.05,54.23,1
1,No,No internet service,Month-to-month,Mailed check,20.1,20.1,20.1,1
5,Fiber optic,No,Month-to-month,Mailed check,80.1,398.55,79.71,0
29,DSL,Yes,One year,Bank transfer (automatic),69.05,1958.45,67.53,0
1,Fiber optic,No,Month-to-month,Mailed check,69.9,69.9,69.9,1
3,No,No internet service,Month-to-month,Mailed check,20.4,63.15,21.05,0
71,No,No internet service,Two year,Credit card (automatic),19.7,1301.1,18.33,0
9,DSL,No,Month-to-month,Electronic check,50.1,484.05,53.78,0
43,Fiber optic,No,Month-to-month,Electronic check,101.4,4528.0,105.3,1
48,DSL,No,One year,Credit card (automatic),83.45,3887.85,81.0,0
26,Fiber optic,No,Month-to-month,Credit card (automatic),86.65,2208.75,84.95,0
9,No,No internet service,Month-to-month,Bank transfer (automatic),20.15,238.15,26.46,0
1,Fiber optic,No,Month-to-month,Electronic check,80.8,80.8,80.8,1
46,No,No internet service,Two year,Credit card (automatic),19.4,958.15,20.83,0
2,DSL,No,Month-to-month,Bank transfer (automatic),62.05,118.3,59.15,1
1,Fiber optic,No,Month-to-month,Electronic check,76.45,76.45,76.45,1
64,DSL,Yes,Two year,Bank transfer (automatic),60.05,3845.45,60.09,0
12,Fiber optic,No,Month-to-month,Electronic check,91.3,1094.5,91.21,1
6,Fiber optic,No,Month-to-month,Electronic check,95.75,573.75,95.62,1
59,No,No internet service,One year,Mailed check,20.35,1267.0,21.47,0
7,Fiber optic,No,One year,Mailed check,94.05,633.45,90.49,0
72,DSL,No,Two year,Credit card (automatic),84.1,6129.65,85.13,0
16,Fiber optic,No,Month-to-month,Electronic check,78.75,1218.25,76.14,0
25,DSL,No,Month-to-month,Credit card (automatic),55.55,1405.3,56.21,0
34,DSL,Yes,Month-to-month,Electronic check,62.65,2274.9,66.91,1
1,Fiber optic,No,Month-to-month,Electronic check,74.5,74.5,74.5,1
10,Fiber optic,No,Month-to-month,Credit card (automatic),102.1,1068.85,106.88,1
24,No,No internet service,One year,Mailed check,20.1,533.9,22.25,0
10,DSL,No,One year,Electronic check,70.3,676.15,67.61,0
69,DSL,No,One year,Credit card (automatic),53.65,3804.4,55.14,0
57,No,No internet service,Two year,Mailed check,20.75,1118.8,19.63,0
50,Fiber optic,Yes,One year,Bank transfer (automatic),103.4,5236.4,104.73,0
28,DSL,Yes,One year,Mailed check,50.8,1386.8,49.53,0
16,DSL,No,Month-to-month,Electronic check,50.15,762.25,47.64,1
25,DSL,Yes,Month-to-month,Mailed check,79.0,1902.0,76.08,0
3,Fiber optic,No,Month-to-month,Bank transfer (automatic),74.6,239.05,79.68,0
61,Fiber optic,No,One year,Bank transfer (automatic),96.5,5673.7,93.01,0
2,No,No internet service,Month-to-month,Mailed check,20.1,39.8,19.9,0
51,No,No internet service,One year,Mailed check,19.4,997.75,19.56,0
71,DSL,No,Two year,Credit card (automatic),77.55,5574.35,78.51,0
20,No,No internet service,Month-to-month,Mailed check,20.05,406.05,20.3,0
6,No,No internet service,Month-to-month,Credit card (automatic),19.85,138.85,23.14,0
6,No,No internet service,Month-to-month,Mailed check,20.2,123.65,20.61,0
29,DSL,Yes,Month-to-month,Mailed check,67.45,1801.1,62.11,0
36,No,No internet service,Two year,Credit card (automatic),18.55,689.0,19.14,0
28,DSL,No,Month-to-month,Mailed check,29.75,790.7,28.24,0
7,Fiber optic,No,Month-to-month,Electronic check,86.5,582.5,83.21,1
63,No,No internet service,Two year,Mailed check,24.2,1618.2,25.69,0
48,No,No internet service,Two year,Mailed check,23.55,1173.35,24.44,0
49,No,No internet service,One year,Bank transfer (automatic),20.45,900.9,18.39,0
27,Fiber optic,No,Month-to-month,Electronic check,81.45,2122.05,78.59,1
72,DSL,Yes,Two year,Credit card (automatic),92.3,6719.9,93.33,0
1,Fiber optic,No,Month-to-month,Electronic check,69.15,69.15,69.15,1
72,DSL,Yes,Two year,Credit card (automatic),53.65,3784.0,52.56,0
47,DSL,Yes,One year,Credit card (automatic),39.65,1798.65,38.27,0
1,DSL,No,Month-to-month,Electronic check,54.65,54.65,54.65,0
36,Fiber optic,No,One year,Bank transfer (automatic),104.8,3886.45,107.96,0
43,DSL,No,Month-to-month,Credit card (automatic),29.3,1224.05,28.47,0
27,DSL,Yes,Month-to-month,Electronic check,83.85,2310.2,85.56,0
9,Fiber optic,No,Month-to-month,Electronic check,79.55,723.4,80.38,1
38,Fiber optic,Yes,Month-to-month,Electronic check,103.65,3988.5,104.96,0
35,Fiber optic,No,Month-to-month,Electronic check,99.05,3554.6,101.56,0
0,DSL,Yes,Two year,Mailed check,73.35,2283.3004408418656,inf,0
59,Fiber optic,Yes,Two year,Mailed check,100.05,6034.85,102.29,0
27,No,No internet service,Two year,Credit card (automatic),20.35,531.6,19.69,0
2,DSL,No,Month-to-month,Electronic check,43.95,85.1,42.55,0
7,No,No internet service,Month-to-month,Mailed check,23.5,173.0,24.71,0
36,DSL,Yes,One year,Mailed check,70.7,2511.95,69.78,0
41,Fiber optic,No,Month-to-month,Bank transfer (automatic),94.3,3893.6,94.97,0
13,DSL,No,Month-to-month,Electronic check,29.15,357.15,27.47,0
19,No,No internet service,Two year,Credit card (automatic),20.85,467.5,24.61,0
60,DSL,Yes,Two year,Bank transfer (automatic),37.7,2288.7,38.14,0
48,Fiber optic,Yes,Two year,Mailed check,95.5,4627.85,96.41,1
3,Fiber optic,No,Month-to-month,Electronic check,91.05,289.1,96.37,1
69,Fiber optic,Yes,Two year,Mailed check,92.45,6460.55,93.63,0
43,DSL,Yes,One year,Electronic check,44.15,1931.3,44.91,0
11,DSL,Yes,One year,Mailed check,36.05,402.6,36.6,0
45,DSL,No,Month-to-month,Credit card (automatic),50.25,2221.55,49.37,0
72,Fiber optic,Yes,Two year,Credit card (automatic),109.75,7758.9,107.76,0
2,Fiber optic,No,Month-to-month,Electronic check,79.2,172.85,86.42,1
12,No,No internet service,Two year,Bank transfer (automatic),20.3,224.5,18.71,0
67,Fiber optic,Yes,One year,Credit card (automatic),112.35,7388.45,110.28,0
37,Fiber optic,Yes,Two year,Mailed check,94.3,3460.95,93.54,0
39,DSL,Yes,One year,Bank transfer (automatic),41.15,1700.9,43.61,0
41,DSL,Yes,Month-to-month,Bank transfer (automatic),74.65,3090.65,75.38,0
25,DSL,No,Month-to-month,Electronic check,48.25,1293.8,51.75,0
8,DSL,Yes,Two year,Credit card (automatic),76.15,645.8,80.72,0
71,DSL,Yes,Two year,Mailed check,71.1,5224.95,73.59,0
